contentId,id,addr1,addr2
1,125266,강원도 횡성군 ,강원도 횡성군 둔내면
2,125405,경상북도 경주시 ,경상북도 경주시 양북면
3,125406,대구광역시 달성군 ,대구광역시 달성군 유가읍
4,125407,경상북도 문경시 ,경상북도 문경시 불정길
5,125408,경상북도 청송군 ,경상북도 청송군 부남면
6,125409,경기도 가평군 ,경기도 가평군 설악면
7,125410,경상북도 봉화군 ,경상북도 봉화군 석포면
8,125411,경상남도 거창군 ,경상남도 거창군 위천면
9,125412,강원도 인제군 ,강원도 인제군 북면
10,125413,강원도 정선군 ,강원도 정선군 정선읍
11,125414,전라북도 임실군 ,전라북도 임실군 삼계면
12,125415,전라북도 완주군 ,전라북도 완주군 동상면
13,125416,전라북도 무주군 ,전라북도 무주군 무풍면
14,125417,강원 강릉시 ,강원 강릉시 성산면
15,125418,울산광역시 울주군 ,울산광역시 울주군 상북면
16,125419,전라남도 장흥군 ,전라남도 장흥군 관산읍
17,125420,강원도 홍천군 ,강원도 홍천군 내면
18,125421,전라남도 장흥군 ,전라남도 장흥군 유치면
19,125423,충북 충주시 ,충북 충주시 가금면
20,125424,충청남도 부여군 ,충청남도 부여군 외산면
21,125425,전라남도 보성군 ,전라남도 보성군 웅치면
22,125427,충청남도 홍성군 ,충청남도 홍성군 홍북읍
23,125428,충청남도 청양군 ,충청남도 청양군 대치면
24,125429,대전광역시 동구 ,대전광역시 동구 산내로
25,125430,경상북도 울진군 ,경상북도 울진군 금강송면
26,125431,충청남도 금산군 ,충청남도 금산군 남이면
27,125432,충청북도 괴산군 ,충청북도 괴산군 연풍면
28,125433,경기도 용인시 ,경기도 용인시 처인구
29,125434,경기도 이천시 ,경기도 이천시 부발읍
30,125435,강원도 횡성군 ,강원도 횡성군 우천면
31,125437,충청남도 보령시 ,충청남도 보령시 주교면
32,125442,전라남도 보성군 ,전라남도 보성군 웅치면
33,125443,경상북도 상주시 ,경상북도 상주시 화북면
34,125445,제주특별자치도 제주시 ,제주특별자치도 제주시 한경면
35,125447,전라북도 고창군 ,전라북도 고창군 공음면
36,125448,충청남도 태안군 ,충청남도 태안군 안면읍
37,125449,경기도 광주시 ,경기도 광주시 남한산성면
38,125450,경기도 파주시 ,경기도 파주시 적성면
39,125451,경기도 광주시 ,경기도 광주시 퇴촌면
40,125452,서울특별시 서초구 ,서울특별시 서초구 원터길
41,125453,경기도 남양주시 ,경기도 남양주시 화도읍
42,125454,경기도 김포시 ,경기도 김포시 하성면
43,125455,경기도 포천시 ,경기도 포천시 이동면
44,125456,경기도 광주시 ,경기도 광주시 도척면
45,125457,경기도 군포시 ,경기도 군포시 속달로
46,125458,경기도 남양주시 ,경기도 남양주시 조안면
47,125459,경기도 남양주시 ,경기도 남양주시 수동면
48,125460,경기도 포천시 ,경기도 포천시 신북면
49,125461,경기도 포천시 ,경기도 포천시 내촌면
50,125462,경기 가평군 ,경기 가평군 북면
51,125463,경기도 포천시 ,경기도 포천시 이동면
52,125464,경기도 포천시 ,경기도 포천시 이동면
53,125465,경기도 이천시 ,경기도 이천시 마장면
54,125467,경기 가평군 ,경기 가평군 가평읍
55,125468,인천광역시 강화군 ,인천광역시 강화군 화도면
56,125469,경기도 포천시 ,경기도 포천시 이동면
57,125470,경기도 양평군 ,경기도 양평군 용문면
58,125471,경기도 포천시 ,경기도 포천시 이동면
59,125472,경기 가평군 ,경기 가평군 북면
60,125473,경기 가평군 ,경기 가평군 하면
61,125474,경기도 양평군 ,경기도 양평군 용문면
62,125475,경기도 이천시 ,경기도 이천시 백사면
63,125476,경기 가평군 ,경기 가평군 설악면
64,125477,경기 가평군 ,경기 가평군 청평면
65,125478,경기 안성시 ,경기 안성시 서운면
66,125479,경기 안성시 ,경기 안성시 죽산면
67,125481,경기도 포천시 ,경기도 포천시 일동면
68,125482,경기도 가평군 ,경기도 가평군 북면
69,125483,경기도 가평군 ,경기도 가평군 북면
70,125484,경기도 가평군 ,경기도 가평군 설악면
71,125485,경기도 양평군 ,경기도 양평군 용문면
72,125488,경기도 가평군 ,경기도 가평군 상면
73,125489,경기 남양주시 ,경기 남양주시 수동면
74,125490,경기도 남양주시 ,경기도 남양주시 수동면
75,125492,경기도 포천시 ,경기도 포천시 이동면
76,125493,경기도 가평군 ,경기도 가평군 북면
77,125494,경기도 파주시 ,경기도 파주시 적성면
78,125495,경기도 양평군 ,경기도 양평군 용문면
79,125496,경기도 연천군 ,경기도 연천군 연천읍
80,125497,인천광역시 옹진군 ,인천광역시 옹진군 북도면
81,125498,인천광역시 옹진군 ,인천광역시 옹진군 자월면
82,125499,인천광역시 옹진군 ,인천광역시 옹진군 자월면
83,125501,인천광역시 중구 ,인천광역시 중구 운남서로
84,125502,인천광역시 강화군 ,인천광역시 강화군 강화읍
85,125503,경기도 화성시 ,경기도 화성시 서신면
86,125504,인천광역시 옹진군 ,인천광역시 옹진군 덕적면
87,125505,인천광역시 옹진군 ,인천광역시 옹진군 백령면
88,125510,경기도 양주시 ,경기도 양주시 장흥면
89,125511,경기도 양주시 ,경기도 양주시 장흥면
90,125512,경기도 수원시 ,경기도 수원시 팔달구
91,125513,경기도 가평군 ,경기도 가평군 상면
92,125514,경기도 안양시 ,경기도 안양시 만안구
93,125517,경기도 가평군 ,경기도 가평군 설악면
94,125518,경기도 포천시 ,경기도 포천시 내촌면
95,125519,인천광역시 중구 ,인천광역시 중구 제물량로232번길
96,125520,경기도 연천군 ,경기도 연천군 전곡읍
97,125521,경기도 포천시 ,경기도 포천시 소흘읍
98,125522,경기도 포천시 ,경기도 포천시 영중면
99,125523,경기도 포천시 ,경기도 포천시 영북면
100,125524,경기도 안성시 ,경기도 안성시 낙원길
101,125525,경기도 포천시 ,경기도 포천시 영중면
102,125527,경기도 포천시 ,경기도 포천시 일동면
103,125528,경기도 남양주시 ,경기도 남양주시 덕릉로1071번길
104,125530,경기도 의왕시 ,경기도 의왕시 청계로
105,125531,경기도 화성시 ,경기도 화성시 용주로
106,125532,인천광역시 강화군 ,인천광역시 강화군 하점면
107,125533,인천광역시 강화군 ,인천광역시 강화군 삼산남로828번길
108,125534,인천광역시 강화군 ,인천광역시 강화군 길상면
109,125535,경기도 안성시 ,경기도 안성시 서운면
110,125536,경기도 안성시 ,경기도 안성시 죽산면
111,125537,경기도 양평군 ,경기도 양평군 용문면
112,125538,경기도 가평군 ,경기도 가평군 조종면
113,125539,경기도 양평군 ,경기도 양평군 용문면
114,125540,경기도 연천군 ,경기도 연천군 미산면
115,125541,경기도 광주시 ,경기도 광주시 퇴촌면
116,125542,경기도 평택시 ,경기도 평택시 소사동
117,125543,경기도 화성시 ,경기도 화성시 향남읍
118,125544,경기도 김포시 ,경기도 김포시 월곶면
119,125545,경기도 구리시 ,경기도 구리시 동구릉로
120,125546,경기도 남양주시 ,경기도 남양주시 진접읍
121,125547,경기도 양주시 ,경기도 양주시 장흥면
122,125548,경기도 남양주시 ,경기도 남양주시 홍유릉로
123,125549,경기도 고양시 ,경기도 고양시 덕양구
124,125550,경기도 고양시 ,경기도 고양시 덕양구
125,125551,경기도 고양시 ,경기도 고양시 덕양구
126,125552,경기도 고양시 ,경기도 고양시 덕양구
127,125553,경기도 파주시 ,경기도 파주시 광탄면
128,125554,경기도 오산시 ,경기도 오산시 경기대로
129,125555,경기도 수원시 ,경기도 수원시 장안구
130,125556,경기도 용인시 ,경기도 용인시 처인구
131,125557,경기도 포천시 ,경기도 포천시 가산면
132,125558,경기도 김포시 ,경기도 김포시 북변중로25번길
133,125559,경기도 화성시 ,경기도 화성시 비봉면
134,125560,경기도 남양주시 ,경기도 남양주시 조안면
135,125561,인천광역시 미추홀구 ,인천광역시 미추홀구 매소홀로
136,125562,경기도 고양시 ,경기도 고양시 덕양구
137,125563,인천광역시 강화군 ,인천광역시 강화군 강화읍
138,125564,인천 강화군 ,인천 강화군 강화읍
139,125565,인천광역시 강화군 ,인천광역시 강화군 하점면
140,125566,인천 강화군 ,인천 강화군 강화읍
141,125567,인천광역시 강화군 ,인천광역시 강화군 강화읍
142,125568,경기도 이천시 ,경기도 이천시 관고동
143,125569,경기도 양평군 ,경기도 양평군 옥천면
144,125571,경기도 안성시 ,경기도 안성시 서운면
145,125572,경기도 안성시 ,경기도 안성시 낙원길
146,125573,경기도 여주시 ,경기도 여주시 능서면
147,125574,경기도 여주시 ,경기도 여주시 주내로
148,125575,경기도 포천시 ,경기도 포천시 관인면
149,125576,경기도 이천시 ,경기도 이천시 신둔면
150,125577,경기도 수원시 ,경기도 수원시 장안구
151,125578,경기도 용인시 ,경기도 용인시 기흥구
152,125579,경기도 파주시 ,경기도 파주시 문산읍
153,125580,경기도 이천시 ,경기도 이천시 경충대로
154,125581,경기도 광주시 ,경기도 광주시 남한산성면
155,125582,경기도 여주시 ,경기도 여주시 여양로
156,125583,경기도 파주시 ,경기도 파주시 탄현면
157,125584,강원도 인제군 ,강원도 인제군 북면
158,125586,강원도 양양군 ,강원도 양양군 서면
159,125587,강원도 원주시 ,강원도 원주시 소초면
160,125588,강원도 강릉시 ,강원도 강릉시 사천면
161,125589,강원도 양양군 ,강원도 양양군 강현면
162,125590,강원도 태백시 ,강원도 태백시 태백산로
163,125591,강원도 평창군 ,강원도 평창군 진부면
164,125593,강원도 홍천군 ,강원도 홍천군 두촌면
165,125594,강원도 태백시 ,강원도 태백시 혈동
166,125595,강원도 평창군 ,강원도 평창군 미탄면
167,125596,강원 평창군 ,강원 평창군 평창읍
168,125597,강원도 삼척시 ,강원도 삼척시 하장면
169,125598,강원도 삼척시 ,강원도 삼척시 새천년도로
170,125599,강원도 화천군 ,강원도 화천군 하남면
171,125600,강원도 원주시 ,강원도 원주시 신림면
172,125604,강원도 춘천시 ,강원도 춘천시 서면
173,125605,강원도 춘천시 ,강원도 춘천시 남산면
174,125606,강원도 홍천군 ,강원도 홍천군 동면
175,125607,강원도 원주시 ,강원도 원주시 귀래면
176,125609,강원도 원주시 ,강원도 원주시 소초면
177,125610,강원도 홍천군 ,강원도 홍천군 서면
178,125611,강원도 횡성군 ,강원도 횡성군 둔내면
179,125612,강원도 평창군 ,강원도 평창군 용평면
180,125613,강원도 영월군 ,강원도 영월군 무릉도원면
181,125614,강원도 인제군 ,강원도 인제군 인제읍
182,125616,강원도 정선군 ,강원도 정선군 남면
183,125617,강원 강릉시 ,강원 강릉시 성산면
184,125618,강원도 양양군 ,강원도 양양군 서면
185,125619,강원도 강릉시 ,강원도 강릉시 연곡면
186,125620,강원도 정선군 ,강원도 정선군 여량면
187,125621,강원도 양양군 ,강원도 양양군 서면
188,125624,강원도 평창군 ,강원도 평창군 대관령면
189,125625,강원도 철원군 ,강원도 철원군 동송읍
190,125626,강원 홍천군 ,강원 홍천군 내촌면
191,125627,강원도 인제군 ,강원도 인제군 기린면
192,125628,강원도 인제군 ,강원도 인제군 인제읍
193,125630,강원도 인제군 ,강원도 인제군 서화면
194,125631,강원도 인제군 ,강원도 인제군 북면
195,125632,강원도 인제군 ,강원도 인제군 기린면
196,125633,강원도 인제군 ,강원도 인제군 서화면
197,125634,강원도 인제군 ,강원도 인제군 상남면
198,125635,강원도 정선군 ,강원도 정선군 화암면
199,125636,강원도 강릉시 ,강원도 강릉시 강동면
200,125638,강원도 평창군 ,강원도 평창군 평창읍
201,125639,강원도 삼척시 ,강원도 삼척시 근덕면
202,125640,강원도 삼척시 ,강원도 삼척시 가곡면
203,125641,강원도 삼척시 ,강원도 삼척시 가곡면
204,125642,강원도 화천군 ,강원도 화천군 사내면
205,125643,강원도 원주시 ,강원도 원주시 귀래면
206,125644,강원도 원주시 ,강원도 원주시 판부면
207,125645,강원 원주시 ,강원 원주시 행구동
208,125646,강원도 횡성군 ,강원도 횡성군 갑천면
209,125647,강원도 양구군 ,강원도 양구군 동면
210,125648,강원 양구군 ,강원 양구군 방산면
211,125649,강원도 영월군 ,강원도 영월군 김삿갓면
212,125650,강원도 양양군 ,강원도 양양군 강현면
213,125651,강원도 양양군 ,강원도 양양군 서면
214,125652,강원도 철원군 ,강원도 철원군 갈말읍
215,125653,강원도 철원군 ,강원도 철원군 직탕길
216,125654,강원도 철원군 ,강원도 철원군 갈말읍
217,125655,강원도 춘천시 ,강원도 춘천시 서면
218,125656,강원도 춘천시 ,강원도 춘천시 북산면
219,125657,강원도 춘천시 ,강원도 춘천시 북산면
220,125658,강원 홍천군 ,강원 홍천군 내촌면
221,125659,강원도 영월군 ,강원도 영월군 영월읍
222,125661,강원도 인제군 ,강원도 인제군 북면
223,125662,강원도 인제군 ,강원도 인제군 북면
224,125665,강원도 정선군 ,강원도 정선군 북평면
225,125666,강원도 정선군 ,강원도 정선군 화암면
226,125667,강원도 양양군 ,강원도 양양군 서면
227,125668,강원도 양양군 ,강원도 양양군 서면
228,125669,강원도 강릉시 ,강원도 강릉시 연곡면
229,125670,강원도 삼척시 ,강원도 삼척시 도계읍
230,125671,강원도 속초시 ,강원도 속초시 설악산로
231,125673,강원도 동해시 ,강원도 동해시 삼화로
232,125674,강원도 속초시 ,강원도 속초시 설악산로
233,125675,강원도 속초시 ,강원도 속초시 설악산로
234,125676,강원도 속초시 ,강원도 속초시 설악산로
235,125677,강원도 동해시 ,강원도 동해시 삼화로
236,125678,강원도 인제군 ,강원도 인제군 북면
237,125680,강원도 속초시 ,강원도 속초시 설악산로
238,125681,강원도 양양군 ,강원도 양양군 현남면
239,125682,강원 양양군 ,강원 양양군 현남면
240,125683,강원도 고성군 ,강원도 고성군 현내면
241,125684,강원도 고성군 ,강원도 고성군 토성면
242,125685,강원도 양양군 ,강원도 양양군 현남면
243,125686,강원도 고성군 ,강원도 고성군 토성면
244,125687,강원도 삼척시 ,강원도 삼척시 근덕면
245,125688,강원도 삼척시 ,강원도 삼척시 근덕면
246,125690,강원도 삼척시 ,강원도 삼척시 근덕면
247,125691,강원도 강릉시 ,강원도 강릉시 공항길127번길
248,125692,강원도 고성군 ,강원도 고성군 토성면
249,125694,강원도 강릉시 ,강원도 강릉시 송정길30번안길
250,125695,강원도 강릉시 ,강원도 강릉시 강동면
251,125696,강원도 강릉시 ,강원도 강릉시 사천면
252,125697,강원도 강릉시 ,강원도 강릉시 강동면
253,125698,강원도 강릉시 ,강원도 강릉시 연곡면
254,125699,강원도 강릉시 ,강원도 강릉시 주문진읍
255,125700,강원도 양양군 ,강원도 양양군 현남면
256,125701,강원도 양양군 ,강원도 양양군 현북면
257,125702,강원도 양양군 ,강원도 양양군 강현면
258,125703,강원도 양양군 ,강원도 양양군 강현면
259,125704,강원도 양양군 ,강원도 양양군 손양면
260,125705,강원도 삼척시 ,강원도 삼척시 테마타운길
261,125706,강원도 고성군 ,강원도 고성군 거진읍
262,125707,강원도 속초시 ,강원도 속초시 해오름로
263,125708,강원도 동해시 ,강원도 동해시 어달동
264,125709,강원도 삼척시 ,강원도 삼척시 근덕면
265,125710,강원도 삼척시 ,강원도 삼척시 원덕읍
266,125711,강원도 삼척시 ,강원도 삼척시 근덕면
267,125713,강원도 동해시 ,강원도 동해시 동해대로
268,125714,강원도 고성군 ,강원도 고성군 거진읍
269,125715,강원도 고성군 ,강원도 고성군 토성면
270,125716,강원도 양양군 ,강원도 양양군 손양면
271,125717,강원도 삼척시 ,강원도 삼척시 근덕면
272,125718,강원도 동해시 ,강원도 동해시 망상동
273,125719,강원도 삼척시 ,강원도 삼척시 새천년도로
274,125720,강원도 양양군 ,강원도 양양군 현남면
275,125721,강원도 인제군 ,강원도 인제군 남면
276,125723,강원도 인제군 ,강원도 인제군 기린면
277,125724,강원도 영월군 ,강원도 영월군 김삿갓면
278,125725,강원도 춘천시 ,강원도 춘천시 북산면
279,125726,강원도 인제군 ,강원도 인제군 상남면
280,125728,강원도 정선군 ,강원도 정선군 화암면
281,125729,강원도 평창군 ,강원도 평창군 진부면
282,125730,강원도 속초시 ,강원도 속초시 설악산로
283,125731,강원도 춘천시 ,강원도 춘천시 영서로
284,125732,강원도 홍천군 ,강원도 홍천군 서면
285,125733,강원도 홍천군 ,강원도 홍천군 서면
286,125734,강원도 홍천군 ,강원도 홍천군 홍천읍
287,125735,강원도 홍천군 ,강원도 홍천군 북방면
288,125736,강원도 홍천군 ,강원도 홍천군 내촌면
289,125737,강원도 인제군 ,강원도 인제군 남면
290,125739,강원도 고성군 ,강원도 고성군 간성읍
291,125740,강원도 태백시 ,강원도 태백시 황지연못길
292,125741,강원도 화천군 ,강원도 화천군 화천읍
293,125742,강원도 화천군 ,강원도 화천군 간동면
294,125744,강원 원주시 ,강원 원주시 지정면
295,125745,강원도 홍천군 ,강원도 홍천군 서면
296,125747,강원도 춘천시 ,강원도 춘천시 서면
297,125748,강원도 강릉시 ,강원도 강릉시 성산면
298,125749,강원도 양양군 ,강원도 양양군 양양읍
299,125750,강원도 속초시 ,강원도 속초시 청초호반로
300,125752,강원도 고성군 ,강원도 고성군 토성면
301,125753,강원도 삼척시 ,강원도 삼척시 미로면
302,125754,강원도 삼척시 ,강원도 삼척시 근덕면
303,125755,강원도 삼척시 ,강원도 삼척시 근덕면
304,125756,강원도 속초시 ,강원도 속초시 설악동
305,125757,강원도 원주시 ,강원도 원주시 고문골길
306,125758,강원도 영월군 ,강원도 영월군 수주면
307,125759,강원도 철원군 ,강원도 철원군 동송읍
308,125760,강원도 원주시 ,강원도 원주시 신림면
309,125761,강원도 원주시 ,강원도 원주시 소초면
310,125762,강원도 춘천시 ,강원도 춘천시 북산면
311,125763,강원도 원주시 ,강원도 원주시 귀래면
312,125764,강원도 홍천군 ,강원도 홍천군 영귀미면
313,125765,강원도 정선군 ,강원도 정선군 고한읍
314,125766,강원도 강릉시 ,강원도 강릉시 강동면
315,125767,강원도 인제군 ,강원도 인제군 백담로
316,125768,강원도 강릉시 ,강원도 강릉시 성산면
317,125769,강원도 강릉시 ,강원도 강릉시 구정면
318,125770,강원도 강릉시 ,강원도 강릉시 연곡면
319,125771,강원도 평창군 ,강원도 평창군 진부면
320,125772,강원도 평창군 ,강원도 평창군 진부면
321,125773,강원도 양양군 ,강원도 양양군 강현면
322,125775,강원도 철원군 ,강원도 철원군 근남면
323,125776,강원도 정선군 ,강원도 정선군 임계면
324,125777,강원도 정선군 ,강원도 정선군 여량면
325,125778,강원도 삼척시 ,강원도 삼척시 미로면
326,125779,강원도 속초시 ,강원도 속초시 동명항길
327,125780,강원도 춘천시 ,강원도 춘천시 삭주로
328,125781,강원도 원주시 ,강원도 원주시 향교길
329,125782,강원도 철원군 ,강원도 철원군 동송읍
330,125783,강원도 영월군 ,강원도 영월군 영월읍
331,125784,강원도 영월군 ,강원도 영월군 영월읍
332,125785,강원도 영월군 ,강원도 영월군 영월읍
333,125786,강원도 인제군 ,강원도 인제군 북면
334,125787,강원도 강릉시 ,강원도 강릉시 명륜로
335,125788,강원도 강릉시 ,강원도 강릉시 임영로131번길
336,125789,강원도 강릉시 ,강원도 강릉시 율곡로3139번길
337,125790,강원도 강릉시 ,강원도 강릉시 경포로
338,125791,강원도 강릉시 ,강원도 강릉시 강동면
339,125792,강원도 동해시 ,강원도 동해시 삼화로
340,125793,강원도 동해시 ,강원도 동해시 공단4로
341,125794,강원도 영월군 ,강원도 영월군 영월읍
342,125795,강원도 양양군 ,강원도 양양군 강현면
343,125796,강원도 고성군 ,강원도 고성군 토성면
344,125797,강원도 삼척시 ,강원도 삼척시 향교길
345,125798,강원도 속초시 ,강원도 속초시 설악산로
346,125799,강원도 삼척시 ,강원도 삼척시 죽서루길
347,125800,강원도 강릉시 ,강원도 강릉시 운정길
348,125801,강원도 화천군 ,강원도 화천군 간동면
349,125802,강원도 춘천시 ,강원도 춘천시 신샘밭로
350,125803,강원도 인제군 ,강원도 인제군 상남면
351,125804,강원도 고성군 ,강원도 고성군 죽왕면
352,125805,강원도 속초시 ,강원도 속초시 설악산로
353,125806,강원도 속초시 ,강원도 속초시 설악산로
354,125807,강원도 횡성군 ,강원도 횡성군 서원면
355,125808,강원도 양구군 ,강원도 양구군 해안면
356,125809,강원도 양구군 ,강원도 양구군 해안면
357,125810,강원도 양구군 ,강원도 양구군 해안면
358,125811,강원도 원주시 ,강원도 원주시 소초면
359,125812,강원도 철원군 ,강원도 철원군 동송읍
360,125813,충청북도 단양군 ,충청북도 단양군 가곡면
361,125814,충청북도 제천시 ,충청북도 제천시 한수면
362,125815,충청남도 예산군 ,충청남도 예산군 덕산면
363,125816,충청남도 논산시 ,충청남도 논산시 벌곡면
364,125817,충청남도 공주시 ,충청남도 공주시 반포면
365,125818,충청남도 태안군 ,충청남도 태안군 귀실길
366,125819,충청남도 청양군 ,충청남도 청양군 대치면
367,125820,충청남도 천안시 ,충청남도 천안시 동남구
368,125821,충청남도 홍성군 ,충청남도 홍성군 홍북면
369,125822,충청남도 서산시 ,충청남도 서산시 해미면
370,125823,충청북도 청주시 ,충청북도 청주시 청원구
371,125824,충북 음성군 ,충북 음성군 원남면
372,125825,충청북도 청주시 ,충청북도 청주시 상당구
373,125826,충청북도 충주시 ,충청북도 충주시 수안보면
374,125827,충청북도 보은군 ,충청북도 보은군 마로면
375,125828,충청북도 제천시 ,충청북도 제천시 백운면
376,125829,충청북도 보은군 ,충청북도 보은군 속리산면
377,125830,충청남도 보령시 ,충청남도 보령시 성주면
378,125831,충청남도 아산시 ,충청남도 아산시 송악면
379,125832,충남 공주시 ,충남 공주시 반포면
380,125833,충청남도 공주시 ,충청남도 공주시 계룡면
381,125834,충청북도 제천시 ,충청북도 제천시 한수면
382,125835,충청북도 괴산군 ,충청북도 괴산군 칠성면
383,125836,충청북도 괴산군 ,충청북도 괴산군 청천면
384,125837,충청북도 괴산군 ,충청북도 괴산군 연풍면
385,125838,충청북도 영동군 ,충청북도 영동군 심천면
386,125839,충청북도 영동군 ,충청북도 영동군 상촌면
387,125840,충청남도 태안군 ,충청남도 태안군 소원면
388,125841,충청남도 보령시 ,충청남도 보령시 웅천읍
389,125842,충청남도 태안군 ,충청남도 태안군 소원면
390,125843,충청남도 태안군 ,충청남도 태안군 안면읍
391,125844,충청남도 보령시 ,충청남도 보령시 오천면
392,125845,충청남도 태안군 ,충청남도 태안군 남면
393,125846,충청남도 태안군 ,충청남도 태안군 안면읍
394,125847,충청남도 태안군 ,충청남도 태안군 소원면
395,125848,충청남도 태안군 ,충청남도 태안군 근흥면
396,125849,충청남도 당진시 ,충청남도 당진시 석문면
397,125850,충청남도 태안군 ,충청남도 태안군 안면읍
398,125851,충청남도 태안군 ,충청남도 태안군 근흥면
399,125852,충청남도 태안군 ,충청남도 태안군 남면
400,125854,충청북도 단양군 ,충청북도 단양군 영춘면
401,125856,충청남도 아산시 ,충청남도 아산시 온천동
402,125858,대전광역시 유성구 ,대전광역시 유성구 봉명동
403,125859,충청남도 예산군 ,충청남도 예산군 덕산면
404,125860,충청북도 청주시 ,충청북도 청주시 청원구
405,125861,충청북도 단양군 ,충청북도 단양군 단양읍
406,125863,충청북도 단양군 ,충청북도 단양군 단양읍
407,125865,충청북도 단양군 ,충청북도 단양군 단양읍
408,125867,충청남도 아산시 ,충청남도 아산시 신정로
409,125868,충청북도 청주시 ,충청북도 청주시 상당구
410,125869,충청북도 괴산군 ,충청북도 괴산군 칠성면
411,125870,충청북도 충주시 ,충청북도 충주시 탄금대안길
412,125871,충청북도 충주시 ,충청북도 충주시 호암동
413,125872,충청북도 충주시 ,충청북도 충주시 동량면
414,125874,충청남도 부여군 ,충청남도 부여군 규암면
415,125875,세종특별자치시 연서면 ,세종특별자치시 연서면 도신고복로
416,125876,충청북도 제천시 ,충청북도 제천시 수산면
417,125877,충청북도 제천시 ,충청북도 제천시 금성면
418,125878,충청남도 서산시 ,충청남도 서산시 운산면
419,125879,충청남도 서산시 ,충청남도 서산시 부석면
420,125880,충청남도 서산시 ,충청남도 서산시 부석면
421,125881,충청남도 부여군 ,충청남도 부여군 부여읍
422,125883,충청남도 천안시 ,충청남도 천안시 동남구
423,125885,충청남도 천안시 ,충청남도 천안시 동남구
424,125886,충청남도 예산군 ,충청남도 예산군 예산읍
425,125887,충청북도 청주시 ,충청북도 청주시 상당구
426,125888,충청남도 금산군 ,충청남도 금산군 남이면
427,125889,충청남도 공주시 ,충청남도 공주시 계룡면
428,125890,충청북도 옥천군 ,충청북도 옥천군 옥천읍
429,125891,충청남도 공주시 ,충청남도 공주시 계룡면
430,125892,충청북도 제천시 ,충청북도 제천시 한수면
431,125893,충청남도 공주시 ,충청남도 공주시 반포면
432,125894,충청남도 공주시 ,충청남도 공주시 사곡면
433,125895,충청북도 괴산군 ,충청북도 괴산군 청천면
434,125896,충청남도 예산군 ,충청남도 예산군 덕산면
435,125897,충청북도 청주시 ,충청북도 청주시 서원구
436,125898,충청남도 당진시 ,충청남도 당진시 면천면
437,125899,충청남도 논산시 ,충청남도 논산시 연산면
438,125900,충청남도 청양군 ,충청남도 청양군 대치면
439,125901,충청남도 홍성군 ,충청남도 홍성군 결성면
440,125902,세종특별자치시 전의면 ,세종특별자치시 전의면 비암사길
441,125903,세종특별자치시 연서면 ,세종특별자치시 연서면 연화사길
442,125904,충청남도 논산시 ,충청남도 논산시 양촌면
443,125905,충청남도 논산시 ,충청남도 논산시 관촉로1번길
444,125906,충청북도 보은군 ,충청북도 보은군 속리산면
445,125907,충청북도 영동군 ,충청북도 영동군 양산면
446,125908,충청남도 서산시 ,충청남도 서산시 운산면
447,125909,충청북도 청주시 ,충청북도 청주시 상당구
448,125910,충청북도 청주시 ,충청북도 청주시 상당구
449,125911,청주시 상당구 ,청주시 상당구 남문로
450,125912,충청북도 청주시 ,충청북도 청주시 상당구
451,125913,충청북도 단양군 ,충청북도 단양군 매포읍
452,125914,충청북도 진천군 ,충청북도 진천군 진천읍
453,125915,충청북도 진천군 ,충청북도 진천군 초평면
454,125917,충청북도 진천군 ,충청북도 진천군 백곡면
455,125918,충청북도 진천군 ,충청북도 진천군 진천읍
456,125919,충청북도 진천군 ,충청북도 진천군 진천읍
457,125920,충청북도 진천군 ,충청북도 진천군 초평면
458,125921,충청북도 단양군 ,충청북도 단양군 가곡면
459,125922,충청북도 단양군 ,충청북도 단양군 단성면
460,125923,충청남도 보령시 ,충청남도 보령시 오천면
461,125924,충청남도 아산시 ,충청남도 아산시 송악면
462,125925,충청남도 아산시 ,충청남도 아산시 배방읍
463,125926,충청남도 천안시 ,충청남도 천안시 동남구
464,125927,세종특별자치시 전동면 ,세종특별자치시 전동면 송성리
465,125928,충청남도 서천군 ,충청남도 서천군 한산면
466,125929,충청남도 서천군 ,충청남도 서천군 비인면
467,125930,충청남도 청양군 ,충청남도 청양군 청양읍
468,125931,충청남도 홍성군 ,충청남도 홍성군 결성면
469,125932,충청남도 홍성군 ,충청남도 홍성군 갈산면
470,125934,충청남도 홍성군 ,충청남도 홍성군 홍성읍
471,125935,충청남도 예산군 ,충청남도 예산군 봉산면
472,125936,충청남도 예산군 ,충청남도 예산군 신암면
473,125937,충청남도 예산군 ,충청남도 예산군 덕산면
474,125938,충청남도 예산군 ,충청남도 예산군 덕산면
475,125939,충청남도 천안시 ,충청남도 천안시 서북구
476,125940,충청남도 부여군 ,충청남도 부여군 규암면
477,125941,충청남도 부여군 ,충청남도 부여군 규암면
478,125942,충청남도 부여군 ,충청남도 부여군 규암면
479,125943,충청남도 천안시 ,충청남도 천안시 서북구
480,125944,충청남도 아산시 ,충청남도 아산시 음봉면
481,125945,충청남도 아산시 ,충청남도 아산시 염치읍
482,125946,충청북도 음성군 ,충청북도 음성군 음성읍
483,125947,충청북도 진천군 ,충청북도 진천군 초평면
484,125948,충청북도 진천군 ,충청북도 진천군 문백면
485,125949,충청남도 공주시 ,충청남도 공주시 웅진로
486,125950,충청북도 진천군 ,충청북도 진천군 진천읍
487,125952,충청북도 제천시 ,충청북도 제천시 한수면
